sampels,sampels_1,BPA_ID,Sample Site,Depth_BIN,Depth_MLD,Depth,Water.mass,Latitude (decimal degrees),Depth (m),T,S,O2,Si,NO3,NO2,PO4,NH4,Chl c3,Chl c2,Chl c1,Chlide a,Phide a,Perid,But-fuco,Fuco,Neo,Pras,Viola,Hex-fuco,Astax,Diadino,Allo,Diato,Zea,Lut,DV chl b,Chl b,DV Chl a,Tot. MV Chl a,carotene mix,Micro,Nano,Pico,T.Pig,PON_nmol.L,POC_nmol.L,d15N,d13C,C:N,NO3.Up,NH4.Up,P.P.,N2_Fix,C_ug.L,N_ug.L,Domint WM Category,Secondary WM Category,Stn_nbr,Depth_m,Longitude,SW,PEW,EQ13W,SAMW,AAIW,UCDW,LCDW,NPDW,AABW,total%,Date sampled (YYYY-MM-DD),Time sampled (hh:mm),Subset,SubsetDepth,Longitude (decimal degrees),GO_SHIPS_CTD_no,Bottom depth,Pressure bottle,number,ID,NCBI_Submission,NCBI Sample Accession,Organism,Tax ID,Sampleme_depth,NCBI BioProject,DayLength,Stratificaiton..Tsurface.Tsample.,NRS_Location_code; Voyage_code,geo_loc (country:subregion),Oxygen (_mol/L) Lab,Chlf: CTD,Salinity [PSU] Lab,Biomass (mg/m3),Microplankotn,noplankton,Picoplankton,d13C,Total CO2 (_mol/kg),Total alkalinity (_mol/kg),"Total Bacteria
 (cells/mL)","Bacteria and Not Phototrophs
 (cells/mL)"
G37329,P15S_8534,37329,8534,2,1,Depth_2,SPSG,-26.48152,64.3,21.941,35.874,219,0.13,0.005,0.001,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,77,5,-169.99582,0,0.764,0.092,0.114,0,0,0,0,0,0.97,42526,0.284027778,3,0,-169.99582,77,5608,5,221,102.100.100/34438,FALSE,,,,,,612,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,220.7,0.21,35.8754,0.0723,,,,,,,,
G37335,P15S_8634,37335,8634,2,1,Depth_2,SPSG,-25.98407,42.4,23.434,35.692,213.7,0.23,0.005,0.001,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,77,60.9,-169.99582,0,0.767,0.096,0.109,0,0,0,0,0,0.972,42526,0.284027778,3,0,-169.99582,77,5608,60.9,832,102.100.100/37286,TRUE,SAMN08219082,marine metagenome,408172,102.100.100/37286_60,PRJ385736,612,0.257,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,222.6,0.31,35.8842,,,,,,,,,
G37341,P15S_8734,37341,8734,2,1,Depth_2,SPSG,-25.49173,52,23.497,35.689,212.3,0.31,0.005,0.001,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,77,86.8,-169.99582,0,0.769,0.097,0.106,0,0,0,0,0,0.972,42526,0.284027778,3,0,-169.99582,77,5608,86.8,831,102.100.100/37285,TRUE,SAMN08219081,marine metagenome,408172,102.100.100/37285_86,PRJ385736,612,0.591,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,223.2,0.28,35.849,,,,,,,,,
G37347,P15S_8835,37347,8835,2,1,Depth_2,SPSG,-24.99308,21.3,23.261,35.717,213.8,0.28,0.005,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,78,5.7,-169.99368,0,0.755,0.068,0.151,0,0,0,0,0,0.974,42526,0.577083333,3,0,-169.99368,78,5567,5.7,222,102.100.100/34439,FALSE,,,,,,616,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,219.7,0.28,35.8744,0.0617,,,,,,,,
G37353,P15S_8935,37353,8935,2,1,Depth_2,SPSG,-24.4992,18.6,23.194,35.757,214.5,0.54,0.005,0.001,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,78,40.9,-169.99368,0,0.763,0.084,0.126,0,0,0,0,0,0.973,42526,0.577083333,3,0,-169.99368,78,5567,40.9,838,102.100.100/37292,TRUE,SAMN08219088,marine metagenome,408172,102.100.100/37292_40,PRJ385736,616,-0.009,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,219.8,,35.874,,,,,,,,,
G37359,P15S_9035,37359,9035,2,1,Depth_2,SPSG,-23.99563,25.2,23.241,35.782,214.7,0.34,0.005,0.001,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,78,65.4,-169.99368,0,0.768,0.096,0.108,0,0,0,0,0,0.972,42526,0.577083333,3,0,-169.99368,78,5567,65.4,837,102.100.100/37291,TRUE,SAMN08219087,marine metagenome,408172,102.100.100/37291_65,PRJ385736,616,0.012,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,219.9,0.3,35.8828,,,,,,2021.6,2349.6,,
G37365,P15S_9135,37365,9135,2,1,Depth_2,SPSG,-23.50337,21.9,24.144,35.653,211.2,0.37,0.005,0.001,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,79,6.1,-169.9806,0,0.774,0,0.152,0,0,0,0,0,0.926,42526,0.879166667,3,0,-169.9806,79,5432,6.1,223,102.100.100/34440,FALSE,,,,,,618,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,221.6,0.42,35.878,,,,,,,,,
G37371,P15S_9235,37371,9235,2,1,Depth_2,SPSG,-22.99507,21.4,24.796,35.661,208.2,0.51,0.005,0.001,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,79,26.9,-169.9806,0,0.778,0.062,0.135,0,0,0,0,0,0.974,42526,0.879166667,3,0,-169.9806,79,5432,26.9,843,102.100.100/37297,TRUE,SAMN08219093,marine metagenome,408172,102.100.100/37297_26,PRJ385736,618,-0.006,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,221.6,0.32,35.8771,,,,,,,,,
G37377,P15S_9335,37377,9335,2,1,Depth_2,SPSG,-22.49923,27,24.676,35.679,208.4,0.22,0.005,0.001,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,79,76,-169.9806,0,0.787,0.093,0.093,0,0,0,0,0,0.973,42526,0.879166667,3,0,-169.9806,79,5432,76,842,102.100.100/37296,TRUE,SAMN08219092,marine metagenome,408172,102.100.100/37296_76,PRJ385736,618,0.008,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,221.7,0.32,35.8757,,,,,,,,,
G37383,P15S_9435,37383,9435,2,1,Depth_2,SPSG,-22.00178,20.2,24.408,35.674,210,0.2,0.005,0.001,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,80,5.4,-169.99568,0,0.799,0,0.128,0,0,0,0,0,0.927,42526,0.166666667,3,0,-169.99568,80,5133,5.4,224,102.100.100/34441,FALSE,,,,,,620,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,220.3,,35.8747,0.0812,,,,,,,,
G37389,P15S_9534,37389,9534,2,1,Depth_2,SPSG,-21.50073,40.7,24.475,35.656,209.9,0.2,0.005,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,80,35.4,-169.99568,0,0.801,0.066,0.103,0,0,0,0,0,0.971,42526,0.166666667,3,0,-169.99568,80,5133,35.4,849,102.100.100/37303,TRUE,SAMN08219099,marine metagenome,408172,102.100.100/37303_35,PRJ385736,620,0.358,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,221.8,,35.8766,,,,,,,,,
G37395,P15S_9635,37395,9635,2,1,Depth_2,SPSG,-20.99733,25.9,24.949,35.631,208.1,0.26,0.005,0.001,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,80,61.2,-169.99568,0,0.803,0.088,0.082,0,0,0,0,0,0.974,42526,0.166666667,3,0,-169.99568,80,5133,61.2,848,102.100.100/37302,TRUE,SAMN08219098,marine metagenome,408172,102.100.100/37302_61,PRJ385736,620,0.395,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,221.7,,35.8778,,,,,,,,,
G37401,P15S_9734,37401,9734,2,1,Depth_2,SPSG,-20.50315,60.7,24.936,35.645,207.5,0.28,0.005,0.001,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,81,5.7,-169.98403,0,0.798,0.084,0.089,0,0,0,0,0,0.972,42527,0.48125,3,0,-169.98403,81,5603,5.7,225,102.100.100/34442,FALSE,,,,,,621,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,216.9,0.42,35.8401,0.0897,,,,,,,,
G37407,P15S_9834,37407,9834,2,1,Depth_2,SPSG,-19.99822,40.2,25.282,35.642,206.7,0.2,0.005,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,81,19.9,-169.98403,0,0.799,0.085,0.088,0,0,0,0,0,0.972,42527,0.48125,3,0,-169.98403,81,5603,19.9,855,102.100.100/37309,TRUE,SAMN08219105,marine metagenome,408172,102.100.100/37309_19,PRJ385736,621,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,216.7,0.29,35.8402,,,,,,,,,
G37413,P15S_9934,37413,9934,2,1,Depth_2,SPSG,-19.49528,50.4,25.227,35.693,207.2,0.27,0.005,0.001,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,81,66,-169.98403,0,0.804,0.088,0.082,0,0,0,0,0,0.974,42527,0.48125,3,0,-169.98403,81,5603,66,854,102.100.100/37308,TRUE,SAMN08219104,marine metagenome,408172,102.100.100/37308_66,PRJ385736,621,-0.014,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,216.6,0.26,35.8402,,,,,,,,,
G37419,P15S_10035,37419,10035,2,1,Depth_2,SPSG,-19.0012,38,25.273,35.7,206.7,0.29,0.005,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,82,3.8,-169.99722,0,0.808,0,0.263,0.079,0,0,0,0,1.149,42527,0.765972222,3,0,-169.99722,82,5455,3.8,226,102.100.100/34443,FALSE,,,,,,624,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,216.9,0.33,35.8557,,,,,,,,,
G37425,P15S_10134,37425,10134,2,1,Depth_2,SPSG,-18.50122,39.1,25.599,35.625,205.5,0.26,0.005,0.001,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,82,41.1,-169.99722,0,0.808,0,0.184,0.055,0,0,0,0,1.047,42527,0.765972222,3,0,-169.99722,82,5455,41.1,861,102.100.100/37315,TRUE,SAMN08219111,marine metagenome,408172,102.100.100/37315_41,PRJ385736,624,-0.012,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,217.1,,35.8559,,,,,,,,,
G37431,P15S_10235,37431,10235,2,1,Depth_2,SPSG,-17.9986,23.1,26.497,35.469,203,0.36,0.01,0.001,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,82,91.2,-169.99722,0,0.809,0.089,0.078,0,0,0,0,0,0.975,42527,0.765972222,3,0,-169.99722,82,5455,91.2,374,102.100.100/34591,FALSE,,,,,,624,-0.003,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,217,0.55,35.8545,,,,,,1987.1,2332.5,,
G37434,P15S_10334,37434,10334,2,1,Depth_2,SPSG,-17.49867,62,26.479,35.478,203.5,0.45,0.005,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,84,7.4,-169.99745,0,0.964,0,0,0,0,0,0,0,0.964,42529,0.625694444,3,0,-169.99745,84,5482,7.4,227,102.100.100/34444,FALSE,,,,,,631,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,,0.3,,0.0713,,,,,,,,
G37440,P15S_10434,37440,10434,2,1,Depth_2,SPSG,-17.00137,41,26.585,35.447,202.8,0.45,0.005,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,85,5.8,-169.99633,0,0.846,0.073,0.061,0,0,0,0,0,0.98,42529,0.007638889,3,0,-169.99633,85,5625,5.8,228,102.100.100/34445,FALSE,,,,,,633,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,217.9,,35.8731,0.1177,,,,,1988.6,2333.2,,
G34613,P15S_10534,34613,10534,2,1,Depth_2,SPSG,-16.50275,54.6,27.058,35.449,201.2,0.3,0.005,0.01,0.17,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,85,64.3,-169.99633,0,0.852,0.075,0.055,0,0,0,0,0,0.981,42529,0.007638889,3,0,-169.99633,85,5625,64.3,875,102.100.100/37329,TRUE,SAMN08219125,marine metagenome,408172,102.100.100/37329_64,PRJ385736,633,-0.003,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,217.9,,35.8724,,,,,,,,,
G37452,P15S_10635,37452,10635,2,1,Depth_2,SPSG,-16.00165,35.9,27.232,35.351,201.3,0.39,0.005,0.001,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,85,85.9,-169.99633,0,0.854,0.075,0.053,0,0,0,0,0,0.982,42529,0.007638889,3,0,-169.99633,85,5625,85.9,376,102.100.100/34593,FALSE,,,,,,633,0.009,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,217.6,,35.8714,,,,,,,,,
G37458,P15S_10734,37458,10734,2,1,Depth_2,SPSG,-15.49643,42.2,27.796,35.059,199.6,0.38,0.005,0.001,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,86,5.1,-169.99585,0,0.844,0.073,0.062,0,0,0,0,0,0.98,42530,0.325694444,3,0,-169.99585,86,5611,5.1,229,102.100.100/34446,FALSE,,,,,,635,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,212.2,0.34,35.6918,0.0763,,,,,,,,
G37464,P15S_10835,37464,10835,2,1,Depth_2,SPSG,-15.0027,23.7,28.099,34.999,196.9,0.66,0.005,0.001,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,86,42.4,-169.99585,0,0.849,0.074,0.057,0,0,0,0,0,0.981,42530,0.325694444,3,0,-169.99585,86,5611,42.4,881,102.100.100/37335,TRUE,SAMN08219131,marine metagenome,408172,102.100.100/37335_42,PRJ385736,635,-0.024,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,212,0.25,35.6915,,,,,,,,,
G37470,P15S_10935,37470,10935,2,1,Depth_2,SPSG,-14.66448,35.1,27.979,35.068,198.4,0.46,0.005,0.001,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,SAMW,87,3.4,-170.00217,0,0.812,0.071,0.092,0,0,0,0,0,0.974,42530,0.630555556,3,0,-170.00217,87,5805,3.4,230,102.100.100/34447,FALSE,,,,,,637,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,211.5,0.39,35.6878,,,,,,,,,
G37476,P15S_11034,37476,11034,2,1,Depth_2,SPSG,-14.27988,41.5,27.953,35.064,198.8,0.48,0.005,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,87,52,-170.00217,0,0.849,0.071,0.061,0,0,0,0,0,0.981,42530,0.630555556,3,0,-170.00217,87,5805,52,887,102.100.100/37341,TRUE,SAMN08219137,marine metagenome,408172,102.100.100/37341_52,PRJ385736,637,-0.016,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,211.5,0.51,35.6882,,,,,,1963,2306.7,,
G37482,P15S_11135,37482,11135,2,1,Depth_2,SPSG,-13.9691,24.9,28.683,34.959,190.4,0.33,0.005,0.001,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,87,76.3,-170.00217,0,0.868,0.071,0,0,0,0,0,0,0.938,42530,0.630555556,3,0,-170.00217,87,5805,76.3,886,102.100.100/37340,TRUE,SAMN08219136,marine metagenome,408172,102.100.100/37340_76,PRJ385736,637,-0.018,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,211.3,0.41,35.6886,,,,,,,,,
G37494,P15S_11334,37494,11334,2,1,Depth_2,SPSG,-13.50338,41.5,28.897,35.009,189.4,0.37,0.41,0.05,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,88,4.3,-170.00397,0,0.708,0.128,0.123,0,0,0,0,0,0.959,42530,0.934722222,3,0,-170.00397,88,5637,4.3,231,102.100.100/34448,FALSE,,,,,,638,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,212.6,0.28,35.7152,0.0944,,,,,,,,
G37500,P15S_11435,37500,11435,2,1,Depth_2,SPSG,-12.9974,23.7,29.192,34.9,189.9,0.31,0.005,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,88,21.3,-170.00397,0,0.742,0.116,0.106,0,0,0,0,0,0.965,42530,0.934722222,3,0,-170.00397,88,5637,21.3,893,102.100.100/37347,TRUE,SAMN08219143,marine metagenome,408172,102.100.100/37347_21,PRJ385736,638,-0.05,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,212.7,0.35,35.7153,,,,,,1948.1,2297.4,,
G37506,P15S_11535,37506,11535,2,1,Depth_2,SPSG,-12.49798,36,29.318,34.772,189.3,0.4,0.005,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,88,84.9,-170.00397,0,0.87,0.07,0,0,0,0,0,0,0.94,42530,0.934722222,3,0,-170.00397,88,5637,84.9,892,102.100.100/37346,TRUE,SAMN08219142,marine metagenome,408172,102.100.100/37346_84,PRJ385736,638,0.075,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,213.3,0.43,35.7405,,,,,,1949.7,2297.4,,
G37512,P15S_11634,37512,11634,2,1,Depth_2,SPSG,-11.99465,40.5,29.344,34.684,189.1,0.46,0.005,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,89,5.3,-170.00232,0,0.873,0.067,0,0,0,0,0,0,0.939,42531,0.253472222,3,0,-170.00232,89,5686,5.3,232,102.100.100/34449,FALSE,,,,,,640,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,213.4,0.26,35.756,0.0852,,,,,1935.1,2281.9,,
G37518,P15S_11735,37518,11735,2,1,Depth_2,SPSG,-11.4957,25.5,29.499,34.711,188.7,0.25,0.005,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,89,18.6,-170.00232,0,0.875,0.067,0,0,0,0,0,0,0.941,42531,0.253472222,3,0,-170.00232,89,5686,18.6,899,102.100.100/37353,TRUE,SAMN08219149,marine metagenome,408172,102.100.100/37353_18,PRJ385736,640,-0.002,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,213.2,0.21,35.7562,,,,,,,,,
G34625,P15S_11834,34625,11834,2,1,Depth_2,SPSG,-10.9976,85.8,28.437,35.793,180.2,0.82,1.86,0.42,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,89,66,-170.00232,0,0.881,0.066,0,0,0,0,0,0,0.948,42531,0.253472222,3,0,-170.00232,89,5686,66,380,102.100.100/34597,FALSE,,,,,,640,-0.028,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,213.3,0.18,35.7618,,,,,,,,,
G37530,P15S_11934,37530,11934,2,1,Depth_2,SPSG,-10.49813,33.3,29.772,34.54,187.8,0.3,0.005,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,90,3.9,-170.00355,0,0.768,0.145,0.059,0,0,0,0,0,0.971,42531,0.575694444,3,0,-170.00355,90,5689,3.9,233,102.100.100/34450,FALSE,,,,,,642,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,213.8,0.13,35.7804,0.0462,,,,,1927.1,2273.8,,
G37536,P15S_12035,37536,12035,2,1,Depth_2,PED,-9.92345,26,29.816,34.503,187.9,0.28,0.005,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,90,25.2,-170.00355,0,0.798,0.126,0.051,0,0,0,0,0,0.975,42531,0.575694444,3,0,-170.00355,90,5689,25.2,905,102.100.100/37359,TRUE,SAMN08219155,marine metagenome,408172,102.100.100/37359_25,PRJ385736,642,-0.006,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,213.6,0.09,35.7807,,,,,,,,,
G37542,P15S_12135,37542,12135,2,1,Depth_2,PED,-9.49903,35.9,29.905,34.591,187.6,0.28,0.005,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,90,100.5,-170.00355,0,0.906,0.06,0,0,0,0,0,0,0.966,42531,0.575694444,3,0,-170.00355,90,5689,100.5,381,102.100.100/34598,FALSE,,,,,,642,1.281,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,217.1,0.25,35.7463,,,,,,1929.2,2276.5,,
G37548,P15S_12235,37548,12235,2,1,Depth_2,PED,-8.99877,20.2,29.926,34.529,187.6,0.39,0.005,0.001,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,91,5.6,-169.99827,0,0.835,0.083,0.06,0,0,0,0,0,0.978,42531,0.885416667,3,0,-169.99827,91,5675,5.6,234,102.100.100/34451,FALSE,,,,,,644,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,210,0.19,35.6517,,,,,,,,,
G37554,P15S_12335,37554,12335,2,1,Depth_2,PED,-8.4942,24.3,29.978,34.512,187.5,0.38,0.005,0.001,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,91,21.9,-169.99827,0,0.849,0.078,0.053,0,0,0,0,0,0.98,42531,0.885416667,3,0,-169.99827,91,5675,21.9,911,102.100.100/37365,TRUE,SAMN08219161,marine metagenome,408172,102.100.100/37365_21,PRJ385736,644,0.003,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,210.1,0.18,35.652,,,,,,1923.7,2270.9,,
G37560,P15S_12534,37560,12534,2,1,Depth_2,PED,-7.49845,40.9,29.994,34.591,187.3,0.73,0.005,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,91,59.5,-169.99827,0,0.882,0.066,0,0,0,0,0,0,0.948,42531,0.885416667,3,0,-169.99827,91,5675,59.5,382,102.100.100/34599,FALSE,,,,,,644,0.17,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,211.3,0.22,35.7054,,,,,,,,,
G37566,P15S_12635,37566,12635,2,1,Depth_2,PED,-7.00215,25.4,30.068,34.649,187.2,0.62,0.005,0.001,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,92,6.3,-170.00023,0,1.001,0,0,0,0,0,0,0,1.001,42532,0.204166667,3,0,-170.00023,92,5701,6.3,235,102.100.100/34452,FALSE,,,,,,646,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,207.4,0.34,35.6611,0.1018,,,,,,,,
G37572,P15S_12735,37572,12735,2,1,Depth_2,PED,-6.50037,20.8,30.172,34.773,186.8,0.38,0.005,0.001,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,92,21.4,-170.00023,0,1,0,0,0,0,0,0,0,1,42532,0.204166667,3,0,-170.00023,92,5701,21.4,917,102.100.100/37371,TRUE,SAMN08219167,marine metagenome,408172,102.100.100/37371_21,PRJ385736,646,-0.004,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,207.4,0.37,35.6606,,,,,,,,,
G37578,P15S_12835,37578,12835,2,1,Depth_2,PED,-5.9993,19.7,30.299,34.893,186.5,0.59,0.02,0.001,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,92,41,-170.00023,0,0.979,0,0,0,0,0,0,0,0.979,42532,0.204166667,3,0,-170.00023,92,5701,41,916,102.100.100/37370,TRUE,SAMN08219166,marine metagenome,408172,102.100.100/37370_41,PRJ385736,646,-0.005,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,207.3,0.26,35.6609,,,,,,1944,2294.6,,
G37584,P15S_12934,37584,12934,2,1,Depth_2,PED,-5.50222,50.4,30.367,34.939,186.2,0.61,0.005,0.001,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,93,6.3,-170.00003,0,0.707,0.191,0.061,0,0,0,0,0,0.959,42532,0.520138889,3,0,-170.00003,93,5664,6.3,236,102.100.100/34453,FALSE,,,,,,648,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,207.6,0.28,35.6768,0.0911,,,,,1950.3,2297.1,,
G37590,P15S_13035,37590,13035,2,1,Depth_2,PED,-4.99815,35.4,30.387,34.978,185.9,0.72,0.005,0.001,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,93,27,-170.00003,0,0.756,0.159,0.05,0,0,0,0,0,0.966,42532,0.520138889,3,0,-170.00003,93,5664,27,923,102.100.100/37377,TRUE,SAMN08219173,marine metagenome,408172,102.100.100/37377_27,PRJ385736,648,-0.001,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,207.6,0.18,35.6769,,,,,,,,,
G37596,P15S_13135,37596,13135,2,1,Depth_2,PED,-4.50045,20.8,30.15,34.856,187.2,0.7,0.005,0.001,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,93,92.6,-170.00003,0,0.914,0.058,0,0,0,0,0,0,0.971,42532,0.520138889,3,0,-170.00003,93,5664,92.6,384,102.100.100/34601,FALSE,,,,,,648,0.222,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,208.6,0.36,35.6873,,,,,,,,,
G37602,P15S_13235,37602,13235,2,1,Depth_2,PED,-3.9948,27.1,30.192,34.909,186.3,0.79,0.005,0.001,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,94,4.1,-169.99993,0,0.783,0.134,0.05,0,0,0,0,0,0.967,42532,0.833333333,3,0,-169.99993,94,5638,4.1,237,102.100.100/34454,FALSE,,,,,,650,0,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,208.6,0.23,35.6737,,,,,,,,,
G37608,P15S_13334,37608,13334,2,1,Depth_2,PED,-3.50138,69.8,29.382,35.16,187.2,1.32,1.14,0.05,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEW,EQ13W,94,20.2,-169.99993,0,0.809,0.119,0,0,0,0,0,0,0.928,42532,0.833333333,3,0,-169.99993,94,5638,20.2,929,102.100.100/37383,TRUE,SAMN08219179,marine metagenome,408172,102.100.100/37383_20,PRJ385736,650,-0.004,IN2016_v03,Pacific Ocean: GOSHIP_P15 S,208.6,0.17,35.6736,,,,,,1993.6,2313.6,,
